"id","clubName","clubID","clubCity","clubEmail","clubWebsite","clubPhone"
"2323","Groene Ster","BBJS453","HEERLEN","secretaris@groenester.nl","http://www.groenester.nl","06-12965803"
"2324","OFB","BBDX36I","OOLTGENSPLAAT","secretariaat.vvofb@outlook.com","www.vvofb.nl","0187-632209"
"2325","Hatto Heim","BBKT40K","HATTEM","secretaris@svhattoheim.nl","http://www.svhattoheim.nl","038-4448788"
"2326","JVC","BBFW54V","JULIANADORP","secretaris.jvc@ziggo.nl","http://www.jvc-julianadorp.nl","0223-721207"
"2327","DAVO","BBKS79N","DEVENTER","ljhurricane@westervoorde.eu","http://www.dvvdavo.nl","0570-634343"
"2328","Oostburg","BBHX65K","OOSTBURG","info@svoostburg.nl","http://www.svoostburg.nl","0117-454065"
"2329","ZOB","BBFZ59H","ZUIDOOSTBEEMSTER","hoofdbestuur@vvzob.nl","http://www.vvzob.nl","0299-430569"
"2330","Ternaard","BBBC615","TERNAARD","webmaster@vvternaard.nl","https://vvternaard.nl/",
"2331","GSC/ODS","BBJC19K","DORDRECHT","bestuur@gscods.nl","http://www.gscods.nl","078-6146818"
"2332","Columbia","BBKT36D","APELDOORN","secretaris@avvcolumbia.nl","http://www.avvcolumbia.nl","0629550738"
"2333","Voorst","BBKW685","VOORST GEM VOORST","van.bemmel@gmx.net","http://www.vvvoorst.nl","06 51066377"
"2334","Rooie Lijn de","BBCB79I","AMSTERDAM","g.brouwer@wzs.amsterdam.nl",,"020-6261445"
"2335","Eendracht Arnhem","BBKV13E","ARNHEM","secretaris@eendrachtarnhem.nl","http://www.eendrachtarnhem.nl","026-3615567"
"2336","De Meipoort","BBKT98X","DUIVEN","jeroen_jordens13@hotmail.com",,"06-41688538"
"2337","SC Zierikzee","QKYJ76R","ZIERIKZEE","hullie68@gmail.com","http://www.sportclubzierikzee.nl/","06 13223743"
"2338","Wernhout","BBJF95L","WERNHOUT","secretaris@vvwernhout.nl","http://www.vvwernhout.nl","076-5975419"
"2339","Wateringse Veld Kranenburg","BBGY56G","'S-GRAVENHAGE","franskubitza@kabelfoon.net","http://www.svwateringseveld.nl","06-14194783"
"2340","Bristol Team","BBHT80B","ROOSENDAAL","info@bristolteam.nl","http://www.bristolteam.nl/","06-22950934"
"2341","Ruinen","BBBC26W","RUINEN","secretaris@vvruinen.nl","http://www.vvruinen.nl","06-52335650"
"2342","Woltersum","BBBG20M","WOLTERSUM","info@svwoltersum.com","http://www.svwoltersum.com","050-3023021"
"2343","VDC/Oers Gezellig","FNHT23Y","VELDHOVEN","j.jansen@peterjansenverzekeringen.nl",,"06-18645414"
"2344","SJO BMR/SNC'14","SLYP58M","MHEER","bmrsnc14@gmail.com","http://www.bmr.nl",
"2345","SCR","BBHY93W","RIJSWIJK GLD","vvscr@kpnmail.nl","http://www.vvscr.nl","06-21252385"
"2346","Victoria Boys","BBKX462","APELDOORN","a.noordende@upcmail.nl","http://www.victoria-boys.nl",
"2347","Benschop","BBBZ60R","BENSCHOP","jp.van.os@hetnet.nl","http://www.vvbenschop.nl","0641492116"
"2348","Montagnards","BBJT31Z","BERGEN L","rtonnissen@home.nl","http://www.montagnards.nl","0485-343667"
"2349","FC Burgum","LWTX24A","BURGUM","secretariaat@fcburgum.nl","http://www.fcburgum.nl","06-11411642"
"2350","WSG","BBDB58I","ZAANDAM","irmendre@upcmail.nl",,"075-6705818"
"2351","EFC","BBJH29E","EERSEL","secretaris@efceersel.nl","http://www.efceersel.nl","06-25207334"
"2352","Houten","BBCC357","HOUTEN","bestuur@svhouten.nl","http://www.svhouten.nl","030-6372179"
"2353","TKA","BBKW00J","APELDOORN","a.uluisik@t-mobilethuis.nl","http://www.vvtka.nl/","06-21247635"
"2354","Hontenisse","BBHW264","KLOOSTERZANDE","roelandsm@zeelandnet.nl","http://www.vvhontenisse.nl","0114-683033"
"2355","AZ 2000 - Elderveld","FTPH44Z","ARNHEM","secretaris@az2000.nl","www.az2000.nl",
"2356","SV Real Rincon","SVFH14B","RINCON","wedstrijdorganisatie@knvb.nl",,"0343-499531"
"2357","Mazzel Stars","BBGY47E","ZOETERMEER","secretaris@mazzelstars.nl","http://www.mazzelstars.nl",
"2358","V en V'68","BBBJ15T","GARYP","venv68@live.nl","http://www.venv68.nl",
"2359","SVP","BBBZ89W","VEENENDAAL","ws@svpanter.nl","http://www.svpanter.nl",
"2360","Purmersteijn","BBFW89B","PURMEREND","bestuur@purmersteijn.nl","http://www.purmersteijn.eu","0299-423335"
"2361","SV DRC 2012","PJZV43O","ALMELO","info@svdrc.nl","http://www.svdrc.nl","0546-817869"
"2362","AHB","BBCB95K","NIJKERK GLD","ruudvanruitenbeek@kpnmail.nl",,"06-15897947"
"2363","ZSC'62","BBJB55N","SCHARENDIJKE","secretaris@zsc62.nl","http://www.zsc62.nl","0111-672396"
"2364","Kruiningen","BBJB82T","KRUININGEN","bestuur@vvkruiningen.nl","http://www.vvkruiningen.nl",
"2365","Sloterdijk  avv.","BBCZ48Q","AMSTERDAM","redactie@avvsloterdijk.nl","http://www.avvsloterdijk.com",
"2366","Silvolde","BBKW847","SILVOLDE","sportclubsilvolde@gmail.com","http://www.sportclubsilvolde.nl","06-22493980"
"2367","FC'92/El Sombrero","BBHV86H","HULSEL","Jessicavdsande@gmail.com",,"06-25105148"
"2368","SJO VIDOSA","SSTR29W","NOORDWOLDE FR","secretariaat@vidosa.nl","http://www.vidosa.nl",
"2369","1461 Soest","PWSF16W","SOEST","yakup.b@live.nl","http://www.1461soest.nl","06 11316156"
"2370","SHE","BBKX679","HALL","vvshe1939@gmail.com","http://www.vvshe.nl",
"2371","De Alblas","BBHT06D","ALBLASSERDAM","secretaris@vvdealblas.nl","http://www.vvdealblas.nl","078-6915361"
"2372","FC Roerdalen","SQLR852","MELICK","info@fcroerdalen.nl",,"0475-533109"
"2373","JCK/AISO","BBCB86I","VLEUTEN","ahmed@aiso.nl","http://www.jck-aiso.nl","06-5100306    06-10899051"
"2374","Langweer","BBBD81G","LANGWEER","info@vvlangweer.nl","http://www.vvlangweer.nl","06-13747936"
"2375","Noordwijk","BBGX64C","NOORDWIJK ZH","bestuur@vvnoordwijk.nl","http://www.vvnoordwijk.nl","071 36 174 44"
"2376","FC RDC","PVZQ45V","DEVENTER","secretaris@fcrdc.nl","http://www.fcrdc.nl",
"2377","Kessel VV","BBJW68W","KESSEL LB","info@vvkessel.nl","http://www.vvkessel.nl","06-10394726"
"2378","SVC","BBJB46L","STANDDAARBUITEN","vvsvc@outlook.com","http://www.vvsvc.nl","0165 - 315937"
"2379","IJzendijke","BBJB19F","IJZENDIJKE","secretaris@vvijzendijke.nl","http://www.vvijzendijke.nl","0623084881"
"2380","SVVH","BBJT22X","HEIBLOEM","svvhvoetbal@gmail.com","http://svvh.nl","06-10901712"
"2381","Klein Dochteren","BBKT123","LOCHEM","janknoef@freeler.nl","http://www.kleindochteren.nl",
"2382","SVO BDE","QZLK58Y","EMMEN","hansverhaar@kpnmail.nl","http://www.svobde.nl","0653741806"
"2383","FC Zutphen","LZVM01N","ZUTPHEN","w.welmers8@upcmail.nl","http://www.fczutphen.nl","0575-524376"
"2384","Sporting Emmen","NYBM61M","EMMEN","zjo.tje@gmail.com","http://www.sportingemmen.nl","0619408660"
"2385","SV Zwart - Wit '19","BBJT71D","EYS","info@zwart-wit.com","http://www.zwart-wit.com",
"2386","HODO","BBBF34E","HOLLANDSCHEVELD","secretaris@hodo.nl","http://www.hodo.nl/","06-54243414"
"2387","Een","BBBH37R","EEN","m.mulder58@ziggo.nl",,"0592-656476"
"2388","V.V. Barneveld","BBCC265","BARNEVELD","secretaris@vvbarneveld.nl","http://vvbarneveld.nl","0342-421792"
"2389","Maaskantse Boys","BBJH65M","MAREN-KESSEL","secretaris@maaskantseboys.nl","http://www.maaskantseboys.nl","06-11594550"
"2390","FC Klazienaveen","MHZY91P","KLAZIENAVEEN","info@fcklazienaveen.nl","http://www.fcklazienaveen.nl","0591-312284"
"2391","Sand '84 't","BBDB326","HAARLEM","kim.barnhoorn@hotmail.com",,"06-46055555"
"2392","Partij","BBJT436","WITTEM","jacq.brocheler@ziggo.nl","http://www.vvpartij.nl","043-4501017"
"2393","TT/Goodnight","BBCZ987","HEEMSTEDE","vincent@puite.nl","http://www.tumtum.eu","023-5354142"
"2394","FC De Heiputters","BBJW09B","HEEL","info@heiputters.nl","http://www.heiputters.nl",
"2395","NEC Delfzijl","QKZJ944","DELFZIJL","secretaris@necdelfzijl.nl","http://www.necdelfzijl.nl","06 29595359"
"2396","VV Lettele","BBKT318","LETTELE","bestuur@vvlettele.nl","http://www.vvlettele.nl/","0570551433"
"2397","SV Helenaveen Griendtsveen","BBJD788","HELENAVEEN","secretaris@svhelenaveen.nl","https://www.svhelenaveengriendtsveen.nl","0493-539769"
"2398","Arum","BBBL59L","ARUM","rftolsmaoosterbaan@hotmail.com","http://www.vvarum.nl","06-20476251"
"2399","Brouwershaven","BBJL83C","BROUWERSHAVEN","bestuur@asvbrouwershaven.nl","http://www.asvbrouwershaven.nl","0111-691470"
"2400","HBOK","BBCY61K","AMSTERDAM","hbok_hbok@hotmail.com","http://www.hbok.nl","020-6366013"
"2401","Havelte","BBBN23G","HAVELTE","secretariaat@vvhavelte.nl","http://www.vvhavelte.nl","0683445627"
"2402","Nunspeet","BBKV61R","NUNSPEET","info@vvnunspeet.nl","http://www.vvnunspeet.nl","06-22577494"
"2403","Haaften","BBHX29C","HAAFTEN","secretaris@vvhaaften.nl","http://www.vvhaaften.nl","06-22136744"
"2404","SV Reeshof","MHXR78B","TILBURG","secretariaat@svreeshof.nl","https://www.svreeshof.nl","06-34104822"
"2405","VVAC","BBJC82Y","OTTOLAND","info@vvac.nl","http://www.vvac.nl","0184-641669"
"2406","Warnsveldse Boys","BBKV26K","WARNSVELD","secretaris@warnsveldseboys.nl","http://www.warnsveldseboys.nl","0575-522611"
"2407","Zandvoort Noord  zvv.","BBDB234","ZANDVOORT","fczvn.zaalvoetbal@gmail.com","http://www.fczvn.nl","06-25452850"
"2408","VIOD","BBKZ185","DOETINCHEM","secretaris@vioddoetinchem.nl","http://www.vioddoetinchem.nl/","0314-390935"
"2409","DVO","BBJW53O","SITTARD","secretariaat@vvdvo.nl","http://www.vvdvo.nl",
"2410","Venhorst","BBJD858","VENHORST","info@rksvvenhorst.nl","http://www.rksvvenhorst.nl","0653696204"
"2411","Sporting '70","BBBZ179","UTRECHT","secretaris@sporting70.nl","http://www.sporting70.nl","06-20972792"
"2412","Alliance","BBHT62V","ROOSENDAAL","info@rsc-alliance.nl","http://www.rsc-alliance.nl","06-42695957"
"2413","DWSV","BBCC232","UTRECHT","vv.dwsv@inter.nl.net","http://www.voetbal-clubs.nl/voetbal/dwsv/default.asp","0302627892"
"2414","SV Arriba Peru","SVFH30N","RINCON","wedstrijdorganisatie@knvb.nl",,"0343-499531"
"2415","SJO HPC'16","RSLC61S","HOEK","jeugdhpc16@gmail.com","http://www.vvphilippine.nl","06-30020821"
"2416","Krabbendijke","BBJJ15H","KRABBENDIJKE","secretaris@vvkrabbendijke.nl","http://www.vvkrabbendijke.nl","06-53375557"
"2417","S.V. Haulerwijk","FFHL73N","HAULERWIJK","secretaris@svhaulerwijk.nl","http://www.svhaulerwijk.nl","0516-422871"
"2418","ABC Hekwerk","BBKX90L","HEERDE","zvv.abc.hekwerk@gmail.com",,"0647876557"
"2419","SC Cambuur Leeuwarden","BBBM39K","LEEUWARDEN","info@cambuur.nl","http://www.cambuur.nl","058-2963300"
"2420","GDA","BBGV32P","'S-GRAVENHAGE","secretaris@rksvgda.nl","https://www.rksvgda.nl","0703973057"
"2421","VOC","BBDZ847","ROTTERDAM","secretaris@voc-rotterdam.nl","http://www.voc-rotterdam.nl","06-3615153"
"2422","SJO WTTC","GBTD51S","TERWISPEL","m.minkes@ziggo.nl",,"0513-465280"
"2423","Blauw Wit '34","BBBB12K","LEEUWARDEN","secretaris@blauwwit34.nl","http://www.blauwwit34.nl","06-20010432"
"2424","DEM (RKVV)","BBGG16G","BEVERWIJK","secretaris@rkvvdem.nl","http://www.rkvvdem.nl","0251-236149"
"2425","Voerendaal","BBJT49C","VOERENDAAL","lou.masolijn@hetnet.nl","http://www.rkvvvoerendaal.nl","045-5752896"
"2426","Ruinerwold","BBBG30P","RUINERWOLD","secretaris@vvruinerwold.nl","http://www.vvruinerwold.nl","0522-482025"
"2427","ASC De Volewijckers","BBDB38C","AMSTERDAM","secretaris@ascdevolewijckers.nl","http://www.ascdevolewijckers.nl/","06-22551203"
"2428","Rottevalle","BBBC43Z","ROTTEVALLE","goitzen@xs4all.nl","http://www.vvrottevalle.nl","06-46167510"
"2429","Leunen ZVV/ClaasSon-Fransol","BBJV60T",,"info@zvvleunen.nl","http://www.zvvleunen.nl",
"2430","EBOH","BBJJ016","DORDRECHT","info@kors-hofman.nl","https://eboh.nl/","078-6138150"
"2431","Rood-Wit W","BBHW15Y","ST. WILLEBRORD","info@rood-wit.nl","http://www.rood-wit.nl","0165-384307"
"2432","Delden","BBKT79S","DELDEN","secretaris@svdelden.nl","http://www.svdelden.nl","06-41323693"
"2433","Den Hoek","BBHV443","VELDHOVEN","l.nederpel@gmail.com",,"06-23663773"
"2434","FC Zaandam","SQNV48R","ZAANDAM","secretaris.fczaandam@gmail.com","http://www.fczaandam.nl","075-6124969"
"2435","Harkstede","BBBD76I","HARKSTEDE","secretaris@vvharkstede.nl","http://www.vvharkstede.nl","050-4042803"
"2436","Focus '07","MDSQ36F","CULEMBORG","secretaris@focus07.nl","http://www.focus07.nl","0345-512924"
"2437","Tigers Roermond","BBJV74Q","ROERMOND","zvvtigers@tigersroermond.nl","http://info@tigersroermond.nl","0031684256758"
"2438","WWNA","BBKZ347","WENUM WIESEL","info@wwna.nl","http://www.wwna.nl","06-36094208"
"2439","Sportclub Monster","BBGY223","MONSTER","contact@sportclubmonster.nl","http://www.sportclubmonster.nl","0174-245723"
"2440","RKC Waalwijk","SWCG467","WAALWIJK","sander.vandenanker@rkcwaalwijk.nl","http://www.rkcwaalwijk.nl","0416-334356"
"2441","Dussense Boys","BBJC61R","DUSSEN","wedstrijdsecretaris@dussenseboys.nl","http://www.dussenseboys.nl","0416-391598"
"2442","Kreileroord","BBFZ66H","KREILEROORD","info@snkvloeren.com","http://www.svkreileroord.nl/","0227-663502"
"2443","FC Winterswijk","BBKX11M","WINTERSWIJK","info@fcwinterswijk.nl","http://www.fcwinterswijk.nl","0543-519595"
"2444","Kloosterburen","BBBD55B","KLOOSTERBUREN","bestuur@vvkloosterburen.nl","http://192.168.2.210/wordpress","06-53928319"
"2445","EBZV '85","BBKV82Y","BORNE","info@ebzv.nl","http://www.ebzv.nl","074-2660543"
"2446","DONK","BBDZ685","GOUDA","secretaris@svdonk.nl","http://www.svdonk.nl","0182-514138"
"2447","SC Kruisland","BBHT37R","KRUISLAND","info@sckruisland.nl","http://www.sckruisland.nl","06-30141545"
"2448","Avenhorn zvv/K&S","BBGB769","DE GOORN","rikhart@live.nl","http://www.zvvavenhorn.info/","06-43264756"
"2449","Velsenoord FC","BBFX10U","VELSEN-NOORD","secretaris@fcvelsenoord.nl","http://www.fcvelsenoord.nl","06-52366425"
"2450","DVC'59","BBBC19W","NIEUW-DORDRECHT","v.v.dvc59@outlook.com","http://www.vvdvc59.nl","0591-394434"
"2451","DVC '26","BBKS86N","DIDAM","secretaris@dvc26.nl","http://www.dvc26.nl","06-20427199"
"2452","CWO","BBFC31O","VLAARDINGEN","wedstrijdsecretariaat@svcwo.nl","http://www.svcwo.nl","010-4749961"
"2453","SV De Braak","SWBZ016","HELMOND","secretaris@svdebraak.nl","http://www.svdebraak.nl","0492 525646"
"2454","Laakkwartier","BBGW544","'S-GRAVENHAGE","secretaris@laakkwartier.nl","http://www.laakkwartier.nl","070-3993678"
"2455","AS'80","BBDB44B","ALMERE","secretaris@as80.nl","http://www.as80.nl/site/?option=107","06-51113540"
"2456","ODIN 59","BBFZ61C","HEEMSKERK","info@odin59.nl","http://www.odin59.nl","06-39847470"
"2457","Alphen","BBGW88H","ALPHEN AAN DEN RIJN","secretaris@avvalphen.nl","http://www.avvalphen.nl","0172-473776"
"2458","SV Bedum","PJSY23I","BEDUM","secretaris@svbedum.nl","http://www.svbedum.nl","0611854506"
"2459","ZVVO Sandow","FLGY01I","PURMEREND","bestuur@zvvo.nl","http://www.zvvo.nl","06-24900768"
"2460","Vecht de","BBCC71F","LOENEN AAN DE VECHT","info@svdevecht.nl","https://www.svdevecht.nl","06-20538328"
"2461","BWO","BBKX86E","HENGELO OV","hanros@home.nl","http://www.ksvbwo.nl","074-2506204"
"2462","Sibbe","BBJV50Q","VALKENBURG LB","secretariaat-s.v.sibbe@ziggo.nl","http://www.svsibbe.nl","043-4572354"
"2463","VVV-Venlo/Helmond Sport","NKXQ80N","VENLO","jjanssen@vvv-venlo.nl",,"077 3515806"
"2464","Rijnstreek","BBFC43T","NIEUWERBRUG AAN DEN RIJN","info@vvderijnstreek.nl","http://www.vvderijnstreek.nl","0348-688584"
"2465","De Wherevogels","BBFX31R","PURMEREND","r.j.folgers@kpnmail.nl","http://www.wherevogels.nl","0299-771424"
"2466","Lienden","BBKX45Z","LIENDEN","info@fclienden.nl","http://www.fclienden.nl","0344-601998"
"2467","Lemmer vv","BBBF02X","LEMMER","secretaris@vvlemmer.nl","http://www.vvlemmer.nl","06-15647719"
"2468","MSV '71","BBDX27G","MAASSLUIS","geschil@caiway.nl","https://msv71maassluis.nl","010-5922142"
"2469","APWC","BBCC22Z","AMERSFOORT","bestuurapwc@gmail.com","http://www.apwc.nl","06-51075139"
"2470","Born ZVV","BBJW15E","BORN","secretariaatzvvborn@outlook.com","http://www.zvvborn.nl","0612852624"
"2471","Oosterhout","BBJJ62T","OOSTERHOUT NB","bestuur@vvoosterhout.nl","http://www.vvoosterhout.nl","06-14875939"
"2472","Emst","BBKT28C","EMST","hoofdbestuur@vvemst.nl","http://www.vvemst.nl","0578-628144"
"2473","Schoof","BBKY84H","ARNHEM","secretaris@schoof.nl","https://svsportlink.sportlinkclubsites.nl","0343-499578"
"2474","EVC","BBFW24M","EDAM","secretaris@evc-edam.nl","http://www.evc-edam.nl","0299-321703"
"2475","ZNC","BBBF63M","ZUIDBROEK","secretaris@vvznc.nl","http://www.vvznc.nl","0627087122"
"2476","ZZC '20","SSTQ34P","ZELHEM","marjo.evers@gmail.com","www.zzc20.nl","0314-625305"
"2477","KZZ","FHJQ78L","ASSENDELFT","bestuur@kz-zaanstreek.net","http://www.kz-zaanstreek.net","06-42153199"
"2478","Amelandia","BBBB22N","HOLLUM","info@amelandia.nl","http://www.amelandia.nl","0620616539"
"2479","Den Bommel","BBDY62S","DEN BOMMEL","bestuur@vvdenbommel.nl","http://www.vvdenbommel.nl","06-53915417"
"2480","SC Scheemda","FNXL70Q","SCHEEMDA","bestuurscscheemda@hotmail.com","http://www.scscheemda.nl",
"2481","Ouwe Schoen","RSGZ409","DELFT","ouweschoen1617@delft.corps.nl","http://ouweschoen.nl/",
"2482","Barbaros","BBKX83B","HENGELO OV","info@scbarbaros.nl","https://www.scbarbaros.nl","074-2438111"
"2483","GRC-14","PXFX27C","GIESSEN","jolandabuizer@ziggo.nl","https://www.grc14.nl",
"2484","Spirit","BBFC52V","OUDERKERK AAN DEN IJSSEL","awvisser54@gmail.com","http://www.vvspirit.nl","0180-683043"
"2485","Berkhout","BBFW07F","BERKHOUT","vvberkhout@ziggo.nl","http://www.vvberkhout.nl","06-20531995"
"2486","HBS","BBGZ073","'S-GRAVENHAGE","info@hbs-craeyenhout.nl","http://www.hbs-craeyenhout.nl","070-3681960"
"2487","Theole","BBJL17T","TIEL","secretaris@theole.nl","http://www.theole.nl","0344-623167"
"2488","Jong Ambon","BBHW415","MIDDELBURG","svjongambon@gmail.com","http://www.jongambon.com","0118-774030/06-15874568"
"2489","Nemelaer","BBHZ65U","HAAREN","secretariaat@nemelaer.nl","http://www.nemelaer.nl","06-51961311"
"2490","RWF","BBBG42K","FRIESCHEPALEN","wedstrijdsecretariaat@sv-rwf.nl","http://www.sv-rwf.nl","0512-303959"
"2491","SDC '12","PJQW19V","DENEKAMP","secretaris@sdc12.nl","http://www.sdc12.nl","0541-296030"
"2492","VWC","FFHL85S","MUNNEKEBUREN","bestuur@vogwesthoekcombinatie.nl","http://www.vogwesthoekcombinatie.nl","0654983724"
"2493","HVZ","BBGX08S","ZOETERWOUDE","bouwmeester.j@ziggo.nl","http://www.vvhvz.nl","06-53983429"
"2494","WRZV Zwolle","MFLX978","ZWOLLE","voorzitter@wrzvzaalvoetbal.nl","http://www.wrzvzaalvoetbal.nl","06-19365390"
"2495","sc Heerenveen","BBBF10E","HEERENVEEN","info@sc-heerenveen.nl","http://www.sc-heerenveen.nl","0513-612113"
"2496","KSH","BBKT226","HARREVELD","ksh@harreveld.nl","http://ksh.harreveld.nl","0544-375760"
"2497","Germania","BBKX08M","GROESBEEK","secretaris@germaniagroesbeek.nl","http://www.germaniagroesbeek.nl","06-23613785"
"2498","Schijndel/DE WIT","BBJH96W","SCHIJNDEL","info@rksvschijndel.nl","http://www.rksvschijndel.nl","06-42108182"
"2499","GS '80/De Waggel","BBKS449","ULFT","tomrobben1980@gmail.com",,"0315-681473"
"2500","ONA","BBDY81X","GOUDA","secretaris@vvona.nl","http://vvona.nl","0182-515804"
"2501","Riethoven","BBHT43Q","RIETHOVEN","secretaris@vvriethoven.nl","http://www.vvriethoven.nl","06-30430911"
"2502","DSS","BBCY39J","HAARLEM","info@dssvoetbal.nl","http://www.dssvoetbal.nl","0621868310"
"2503","SCE","BBKS76K","NIJMEGEN","ifw.brongers@chello.nl","http://www.sce-nijmegen.nl","06-55192581"
"2504","MVV","BBJX12G","MAASTRICHT","info@mvv.nl","http://www.mvv.nl","0433525757"
"2505","FFS","BBBK415","VEGELINSOORD","secretaris@ffs-vegelinsoord.nl","http://www.ffs-vegelinsoord.nl","06-40165492"
"2506","Sportief","BBFC49Z","NOORDEN","edjevork@casema.nl","http://www.sportiefvoetbal.nl","0172408411"
"2507","Langeveen","BBKZ07V","LANGEVEEN","secretaris@vv-langeveen.nl","http://www.vv-langeveen.nl","0546-681803"
"2508","FC Weesp","GFBG90G","WEESP","info@fcweesp.nl","http://www.fcweesp.nl/","0294-413971"
"2509","Walcheren","BBHZ83Y","VLISSINGEN","secretaris@svwalcheren.nl","http://www.svwalcheren.nl","0118-468113"
"2510","Huizen","BBBZ98Y","HUIZEN","bestuur@svhuizen.nl","http://www.svhuizen.nl","035-5250827"
"2511","Sambeek","BBHY41F","SAMBEEK","secretariaat@vvsambeek.nl","http://www.vvsambeek.nl","0485-568169"
"2512","DTD","BBBC14R","KOARNJUM","sfaber1978@hotmail.com","http://www.vvdtd.nl","0610290955"
"2513","CKC","BBDZ08H","ROTTERDAM","secretaris@vvckc.nl","http://www.vvckc.nl","06 - 473 079 49"
"2514","Smitshoek","BBDX83U","BARENDRECHT","ton.habermehl@vvsmitshoek.nl","http://www.vvsmitshoek.nl","0180-615275"
"2515","fc Boshuizen","BBGX40C","LEIDEN","secretaris@fcboshuizen.nl","http://www.fcboshuizen.nl","071-5416780"
"2516","Oranje Boys","BBKY12S","WIJHE","wschuiling69@gmail.com",,"06-40413022"
"2517","Bellingwolde","BBBG55Q","BELLINGWOLDE","bestuur@vvbellingwolde.nl","http://www.vvbellingwolde.nl",
"2518","Diemen  sv.","BBDB49G","DIEMEN","secretariaat@svdiemen.nl","http://www.svdiemen.nl","020-6992048"
"2519","NFC","BBCY83S","AMSTELVEEN","jeroen.rits@bam.com","http://www.nfc.nl","06-29588115"
"2520","DHSC","BBBZ36E","UTRECHT","info@vvdhsc.nl","http://www.vvdhsc.nl","030-2443346"
"2521","Krooster Boys","BBCC92M","BEUNINGEN GLD","a.van.nimwegen@hccnet.nl",,"024-6772068"
"2522","Sluiskil","BBJJ37P","SLUISKIL","info@vvsluiskil.nl","http://www.vvsluiskil.nl/","0115-471550"
"2523","Unitas '28","BBKR27Z","WAMEL","markvanverseveld@online.nl","http://www.unitas28.nl","06-46133876"
"2524","VEP","BBFB18K","WOERDEN","secretaris@vvvep.nl","http://www.vvvep.nl",
"2525","Schijf","BBHY62M","SCHIJF","secretaris@vvschijf.nl","http://www.vvschijf.nl","06-23885767"
"2526","Austerlitz","BBCB09R","AUSTERLITZ","f.v.nieuwenhuizen@gmail.com","http://voetbal.svausterlitz.nl","0343491501"
"2527","Sportclub Makkinga","BBBD86L","MAKKINGA","reyaschaapman@gmail.com","info@sportclubmakkinga.nl","+31 6 53421399"
"2528","AZC","BBKY31X","ZUTPHEN","secretaris@azczutphen.nl","http://www.azczutphen.nl","0575-517988"
"2529","Velocitas","BBKW32O","VORDEN","michielbarink@hotmail.com","http://www.zvv-velocitas.nl","0653302284"
"2530","Stolwijk","BBDZ33P","STOLWIJK","info@vvstolwijk.nl","http://www.vvstolwijk.nl","0182-341520"
"2531","Rijen","BBJH87U","RIJEN","secretaris@vvrijen.nl","http://www.vvrijen.nl","0161226801"
"2532","Berkel","BBDY18J","BERKEL EN RODENRIJS","secretaris@cvvberkel.nl","http://www.cvvberkel.nl","010-5114795"
"2533","Borssele","BBHT52S","BORSSELE","mail@vvborssele.nl","http://www.vvborssele.nl","06-18157093"
"2534","Woezik","BBKS67I","WIJCHEN","bestuur@scwoezik.nl","http://www.scwoezik.nl",
"2535","Staphorst","BBBC567","STAPHORST","secretaris@vvstaphorst.nl","https://www.vvstaphorst.nl","0522-461961"
"2536","Annen","BBBB35T","ANNEN","beheer@vvannen.nl","http://www.vvannen.nl","0592-271818"
"2537","MVV '29","BBKR71A","HARBRINKHOEK","secretaris@mvv29.nl","http://www.mvv29.nl","06-51153452"
"2538","1. FC Union Berlin","SWVF21M","ZEIST",,,
"2539","TSVV Merlijn","FVFQ04G","TILBURG","secretaris@tsvvmerlijn.nl","http://www.tsvvmerlijn.nl","06-11017550"
"2540","Lemelerveld","BBKR433","LEMELERVELD","secretaris@vvlemelerveld.nl","http://www.vvlemelerveld.nl",
"2541","Bentelo","BBKV923","BENTELO","mirjam.kruders@hotmail.com","http://www.vvbentelo.nl/","0623790486"
"2542","HOV/DJSCR","BBDX92W","ROTTERDAM","a.treffers@hetnet.nl","http://www.hovdjscr.nl","010-4521756"
"2543","CFT Sportvereniging","FGLX83N","EINDHOVEN","via-fc@bluebottle.com",,"06-34797037"
"2544","LTC","BBBF159","ASSEN","secretaris@vvltc.nl","https://www.vvltc.nl/","0628736063"
"2545","The Gunners","BBJD29S","BREDA","info@gunners.nl","http://www.gunners.nl","0614785911"
"2546","MOSA'14","BBJG49F","OIJEN","hansjansenoijen@hetnet.nl","http://www.mosa14.nl","06-57434491"
"2547","HDS","BBBZ33B","LEERSUM","secretariaat@vvhds.nl","http://www.vvhds.nl",
"2548","Sprundel","BBJJ24J","SPRUNDEL","ge@servicepack.nl","http://www.svsprundel.nl","06-53778995"
"2549","SV ATC","SVFH28I","RINCON","wedstrijdorganisatie@knvb.nl",,"0343-499531"
"2550","SVBC","BBBG52N","BARGER-COMPASCUUM","secretaris@vvsvbc.nl","http://www.vvsvbc.nl",
"2551","Zenderen Vooruit","BBKT29D","ZENDEREN","secretaris@voetbal.zenderenvooruit.nl","http://www.zenderenvooruit.nl","074-266 58 71"
"2552","Poolster","BBBC97K","SPIJK GN","secretarispoolster@gmail.com","https://www.vvpoolster.nl","0596-591716"
"2553","Sporting Krommenie","FPXB30K","KROMMENIE","info@sportingkrommenie.nl","https://www.sportingkrommenie.nl",
"2554","Exstudiantes Utrecht","NYFN127","UTRECHT","secretaris.zaalvoetbal.utrecht@exstudiantes.nl","https://zaalvoetbalutrecht.exstudiantes.nl/","06-43554721"
